Title,Category,Skills
Career Management for Early Career Academic Researchers,,
Why Research Matters,,
A Parent and Supporter’s Guide to University Entry,,
An Introduction to Electronic Engineering,,
Your Essential Guide to University Life,,
Understanding English Punctuation: Commonly used Punctuation Marks,,
A Digital Edge: Essentials for the Online Learner,,
Discovering Science: Science Writing,,
Academic Writing for Healthcare Students in Higher Education,,
Develop Your Academic Vocabulary for Study,,
How to Pass IELTS: Writing,,
"Preparing for a Practice-based PhD in Fine Art, Design, and Film",,
HSK Standard Course Level 2: 2.1,,
HSK Standard Course Level 2: 2.2,,
HSK Standard Course Level 2: 2.3,,
Learn English Through TV Drama Series: Skipper's Pass,,
Skills for Higher Learning: Introduction to Academic Reading and Writing,,
Supporting You with Your University Interview,,
Improve your IELTS Speaking score,,
Practise your PTE Academic Speaking Skills,,
Discovering Your PhD Potential: Writing a Research Proposal,,
Being a Digital Researcher: Digital Skills for Effective Research,,
Decision Making in a Complex World: Using Computer Simulations to Understand Human Behaviour,,
Qualitative Research Methods for Mental Health in War and Conflict,,
Developing and Testing Complex Healthcare Interventions,,
Digital Discovery,,
Basic English 1: Elementary,,
Basic English 2: Pre-Intermediate,,
Preparing for University,,
Digital Skills Awareness for Starting Higher Education,,
University Preparation Course: Getting Ready for Success at University,,
Research Methods: A Practical Guide to Peer and Community Research,,
Improving Your Study Techniques,,
Learn Spanish: Survival Spanish for Beginners,,
An Intermediate Guide to Writing in English for University Study,,
University and Your Future: Career Planning and Making the Most of Your Degree,,
Becoming a Student Assistant: Teaching and Mentoring,,
Designing a Future Where Learning is a Lifestyle,,
Medicine Personal Statement Online Crash Course,,
Study Medicine: Applying for Medical School and Becoming a Medical Student,,
Analysing Data in Excel,,
Introduction to Phenomenology and its Application in Qualitative Research,,
Empresas Exponenciales: Guía Para Comenzar,,
Capital: crear un plan para conseguir inversionistas,,
Crecimiento: nunca es temprano para hacer crecer tu negocio,,
"Ejecución: experimentos, recursos y puesta en marcha",,
Introduction to Studying Business,,
Introduction to Studying Law,,
"Preparing for an International Health Elective: Exploring Global Health, Ethics and Safety",,
Producto: valida y entrega tu propuesta de valor,,
Visión: la estrategia para alcanzar tu propósito,,
Critical Appraisal Techniques for Healthcare Literature,,
Research Impact: Making a Difference,,
Returning to Education as a Mature Student,,
Academic Writing in English for ESL Learners,,
People Studying People: Research Ethics in Society,,
Preparing for PTE Academic,,
Partnering for Change: Link Research to Societal Challenges,,
PTE Success: The Skills You Need,,
Research Methods in Tourism Studies,,
Education Research that Matters: Doing Research in Your Learning Community,,
How to Get A Graduate Job,,
How to Succeed in Your EPQ: the Nuts and Bolts of Completing Your Project ,,
Technical Report Writing for Engineers,,
How to Succeed in Your Welsh Bacc: the Individual Project Essentials,,
Population 10 Billion: Researching Global Issues,,
Learning in the Network Age,,
Education Research That Matters: Ways of Researching,,
Education Research that Matters: Applying Research to Your Teaching Practice,,
Developing Your Research Project,,
Interdisciplinary Learning: Working Across Disciplines,,
Dyslexia and Foreign Language Teaching,,
Exploring Instructional Leadership in Education,,
The Online Educator: People and Pedagogy,,
Improving Healthcare and Medical Education with Online Escape Room Activities,,
Mastering Classroom Management in English Language Teaching,,
Supporting Adult and Adolescent Students with Dyslexia,,
Blended and Hybrid Learning Design in Higher Education,,
Building Self-Awareness and Reflection with Your Family for Career Success,,
How to Teach English Pronunciation,,
How to Use Classroom 200,,
How to Use Graded Readers in the English Language Classroom,,
Learning for a Sustainable Future,,
Educational Leadership: Improving Schools through Effective Leadership,,
Exploring Gender Equality in Education,,
Introduction to Digital Education,,
Understanding Multilingual Children's Language Development,,
Introduction to the Learning Through Play Experience Tool,,
Teacher Training: Choosing the Right PGCE for You,,
Inside Digital Higher Education: Self-Assessment Guide for Educators,,
Global Education for Teachers,,
Exploring Teaching and Assessment for Higher Education,,
Key Principles and Practices of TESOL,,
Teaching Students Who Have Suffered Complex Trauma,,
Child Protection for Teachers,,
Mindful Wellbeing for Teachers with Stress and Anxiety,,
Preparing your Child for the Future of Work,,
Teaching Migration Through Data and Storytelling,,
How to Develop a Personal Teaching Philosophy in Higher Education,,
Interfaith Dialogue for Combating Extremism among Young People,,
Practical Skills for Teaching Inclusive History: CARGO Classroom,,
Educating for Sustainable Development (ESD) in Schools and Universities,,
Guided Case Study of an English Language Learner,,
Motivating Gen Z Learners: What Parents and Teachers Need to Know,,
Connecting Across the Culture and Heritage Sector in Aotearoa New Zealand,,
"Education for All: Disability, Diversity and Inclusion ",,
How to Use Data in Assessment for Learning,,
Learning for a Sustainable Future: Live at COP27,,
Introduction to Teaching Sustainability and Climate Action,,
"Religion, Radicalisation, Resilience",,
STEM Teaching: Teaching Science Beyond The Boundaries,,
How to Make a Short Film: An Introduction to Filmmaking,,
Improve Student Assessment with Microsoft Forms,,
Inclusive Learning with Microsoft Accessibility Tools,,
Manage and Create Documents in Microsoft 365,,
Teaching Mathematics: Demystifying Statistics and Probability,,
Teaching Mathematics: Overcoming Miscommunication,,
A Parent and Supporter’s Guide to University Entry,,
Key Ideas in Mentoring Mathematics Teachers,,
Object-Based Learning (OBL) in the Cultural Heritage Sector of Aotearoa New Zealand,,
Your Essential Guide to University Life,,
Infants & Toddlers care and education in an Aotearoa New Zealand context,,
Introduction to HyFlex Learning and Teaching,,
A Digital Edge: Essentials for the Online Learner,,
Blended Learning Essentials: Developing Digital Skills,,
Blended Learning Essentials: Digitally-Enriched Apprenticeships,,
Blended Learning Essentials: Embedding Your Practice,,
Blended Learning Essentials: Getting Started,,
How to Create Video for Online Courses,,
How to Create an Effective Online Learning Environment,,
How to Facilitate a Learner Centred Online Learning Environment,,
Know Your Learners: Visualising Learning in Education,,
Aprendizaje a través del Juego con los LEGO® Braille Bricks,,
Measuring What Matters: Transforming Assessment and Recognition of Complex Learning Competencies,,
Best Practices for Culture and Heritage Education in Aotearoa New Zealand,,
Teaching Digital Literacy: Videogames in Education,,
Understanding ADHD: Current Research and Practice,,
Adult Education Essentials: Assessment for Learning Principles and Practices,,
Adult Education Essentials: Student-Centred Course Design,,
Adult Education Essentials: Student-Centred Delivery for Adult Learners,,
Attention and Autism,,
"Inclusive Learning for Students: Building inclusive practice into your life during higher education, and beyond",,
Apprendre par le jeu avec les LEGO® Braille Bricks,,
"Enriching curriculum through culture and heritage in Aotearoa, New Zealand",,
Transforming Education in Challenging Environments,,
Being a Flexible Music Teacher,,
Teaching Digital Skills for Sustainable Education,,
Getting Started with Teaching Data Science in Schools,,
Supporting You with Your University Interview,,
Supporting young people’s mental wellbeing post-COVID,,
"Google Classroom: Share, Collect, and Manage Student Work Online",,
Google For Education: Staying Organised and Improving Communication,,
Google for Education: How to Promote Group Work and Inspire Creativity,,
Teaching English Grammar in Context,,
Instructional Design: Course Development,,
Instructional Design: Course Planning and Pedagogy,,
Instructional Design: Educational Media,,
Instructional Design: Facilitation Skills,,
Sustainability Through Film,,
Blended and Online Learning Design,,
Learning During and After COVID-19: Developing Online Education Programmes,,
Start a CoderDojo Club,,
Volunteering with Refugees,,
Equity in Informal STEM Learning: Using the Equity Compass,,
Understanding Inclusive Education: Children’s Individuality,,
Understanding Inclusive Education: Current Approaches,,
Understanding Inclusive Education: The Evolving Landscapes,,
Becoming a Better Music Teacher,,
Becoming an Expert Educator in the Healthcare Professions,,
Creating Apps in the Classroom,,
Good Practice in Autism Education,,
Teaching Entrepreneurial Thinking,,
Mindfulness Through Film,,
Plurilingual Classrooms in Action,,
Instructional Design and Technology for Society,,
Inclusive Education: Essential Knowledge for Success,,
Introduction to Data Science for Educators,,
English as a Medium of Instruction for Academics,,
Teaching Phonics in Early Childhood,,
English Grammar for Teachers,,
Innovative Teaching: Engaging Adult Learners with Active Learning,,
Teaching Climate and Sustainability in Primary Schools: An Outdoor Learning Approach,,
Teaching the Holocaust: Innovative Approaches to the Challenges We Face,,
Young People and Mental Health,,
Train the Healthcare Trainer,,
Filmmaking and Animation Online and in the Classroom,,
Teaching English Online,,
Using Film to Teach Literacy Online and in the Classroom,,
Understanding Autism,,
Childhood Adversity: The Impact of Childhood Maltreatment on Mental Health,,
World Class Maths: Asian Teaching Methods,,
World Class Maths: Asian Teaching Practice,,
How to Plan a Hackathon: Hacking the Challenges of Digital Education,,
Innovation in EdTech: Hacking the Challenges of Digital Education,,
Intermediate Python,,
TESOL Strategies: Supporting ESL Students in Mainstream Classrooms,,
The Museum as a Site and Source for Learning,,
Promoting Democracy in the Classroom: A Practical Guide for Teachers,,
Best Practice for Education:  Professional Development Showcase,,
Learning Through Play with LEGO® Braille Bricks,,
Social Learning and Collaboration in School: Learning to thrive through play,,
Supporting Adolescent Learners: Social and Emotional Wellbeing,,
Becoming a Dentist,,
How to Succeed as a Newly Qualified Teacher,,
Makerspaces for Creative Learning,,
Unlocking The Creative Brain: Develop and Teach Skills For Creative Thinking,,
Becoming a Student Assistant: Teaching and Mentoring,,
How to Create an Online Course,,
Supporting Early Career Teacher Development with the Early Career Framework,,
Introduction to Phenomenology and its Application in Qualitative Research,,
Grow Your Workforce: How to Teach Adult Learners,,
Film Education: A User's Guide,,
Leadership of Education Technology in Schools,,
Preparing for Teaching,,
Short Film in Language Teaching,,
Using Technology in Evidence-Based Teaching and Learning,,
Combinatorics: Strategies and Methods for Counting,,
Our Solar System and Beyond: Teaching Primary Science,,
